item,swapped,type,name1,name2,preamble,continuation_type,continuation_id,continuation
1,False,arc,Erika,Cameron,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",vp1,1,Really? I didn't know that happened! What did they talk about?
1,True,arc,Erika,Cameron,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",vp1,1,Really? I didn't know that happened! What did they talk about?
1,False,arc,Erika,Cameron,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",vp1,2,Sounds like an interesting mix - food from Greece and politics in Illinois!
1,True,arc,Erika,Cameron,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",vp1,2,Sounds like an interesting mix - food from Greece and politics in Illinois!
1,False,arc,Erika,Cameron,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",vp1,3,Sounds like an interesting meal! Who knew politics could be so social?
1,True,arc,Erika,Cameron,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",vp1,3,Sounds like an interesting meal! Who knew politics could be so social?
1,False,arc,Erika,Cameron,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",vp1,4,Sounds like an interesting dinner spot! What did they talk about?
1,True,arc,Erika,Cameron,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",vp1,4,Sounds like an interesting dinner spot! What did they talk about?
1,False,arc,Erika,Cameron,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",vp1,5,Sounds like an interesting lunch meeting! What did they talk about?
1,True,arc,Erika,Cameron,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",vp1,5,Sounds like an interesting lunch meeting! What did they talk about?
1,False,arc,Erika,Cameron,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",vp1,6,Sounds like an interesting meal spot! What did they talk about?
1,True,arc,Erika,Cameron,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",vp1,6,Sounds like an interesting meal spot! What did they talk about?
1,False,arc,Erika,Cameron,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",vp1,7,Sounds like an interesting lunch spot! Might they have talked about school funding?
1,True,arc,Erika,Cameron,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",vp1,7,Sounds like an interesting lunch spot! Might they have talked about school funding?
1,False,arc,Erika,Cameron,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",vp1,8,Sounds like an interesting meal! What did they talk about?
1,True,arc,Erika,Cameron,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",vp1,8,Sounds like an interesting meal! What did they talk about?
1,False,arc,Erika,Cameron,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",vp1,9,Sounds like an interesting dinner spot for such high-profile meeting!
1,True,arc,Erika,Cameron,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",vp1,9,Sounds like an interesting dinner spot for such high-profile meeting!
1,False,arc,Erika,Cameron,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",vp1,10,Cool! Who knew politics could spice things up with some Mediterranean flavors?
1,True,arc,Erika,Cameron,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",vp1,10,Cool! Who knew politics could spice things up with some Mediterranean flavors?
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,1,Really? I heard that can be tricky sometimes when you're reporting on finances these days.
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,1,Really? I heard that can be tricky sometimes when you're reporting on finances these days.
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,2,Cool! Did they need help with opening it or is that something personal?
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,2,Cool! Did they need help with opening it or is that something personal?
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,3,Cool! What kind of report is this? Might be interesting news for people.
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,3,Cool! What kind of report is this? Might be interesting news for people.
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,4,Cool! Was there a reason for opening a new one?
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,4,Cool! Was there a reason for opening a new one?
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,5,Really? I heard that can be tricky sometimes when you're reporting on finances now!
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,5,Really? I heard that can be tricky sometimes when you're reporting on finances now!
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,6,"Yeah, that's good for accountability and security with all those interviews coming up!"
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,6,"Yeah, that's good for accountability and security with all those interviews coming up!"
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,7,Cool! Heard you could be careful with cash in this digital age.
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,7,Cool! Heard you could be careful with cash in this digital age.
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,8,Cool! What kind of story is that leading up to?
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,8,Cool! What kind of story is that leading up to?
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,9,Cool! What kind of changes are you expecting with that?
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,9,Cool! What kind of changes are you expecting with that?
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,10,Cool! Heard she's been looking for some extra security in her finances.
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,10,Cool! Heard she's been looking for some extra security in her finances.
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,1,Yeah? That's interesting. What does playing badminton have to do with being a painter though
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,1,Yeah? That's interesting. What does playing badminton have to do with being a painter though
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,2,That's interesting! I didn't know painters liked badminton too.
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,2,That's interesting! I didn't know painters liked badminton too.
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,3,That's interesting! I didn't know painters liked badminton too.
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,3,That's interesting! I didn't know painters liked badminton too.
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,4,That's interesting! I didn't know painters could be into sports too.
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,4,That's interesting! I didn't know painters could be into sports too.
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,5,"Yeah, I guess that makes sense sometimes! Artists have diverse hobbies too."
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,5,"Yeah, I guess that makes sense sometimes! Artists have diverse hobbies too."
